ID,DEPARTAMENTO,LOCALIDAD,COD. DPTO,CODIGO RED,IP_DESDE,IP_HASTA,SNA,DHCP,OBSERVACIONES
413,Z-AGENCIAS,Agencias del Dpto de CERRO LARGO,Z,33,10.226.51.0,10.226.51.255,,,Agencieros del departamento de Cerro Largo
414,Z-AGENCIAS,Agencias del Dpto de COLONIA,Z,2A,10.226.42.0,10.226.42.255,,,Agencieros del departamento de Colonia
415,Z-AGENCIAS,Agencias del Dpto de DURAZNO,Z,31,10.226.49.0,10.226.49.255,,,Agencieros del departamento de Durazno
416,Z-AGENCIAS,Agencias del Dpto de FLORES,Z,36,10.226.54.0,10.226.54.255,,,Agencieros del departamento de Flores
417,Z-AGENCIAS,Agencias del Dpto de FLORIDA,Z,30,10.226.48.0,10.226.48.255,,,Agencieros del departamento de Florida
418,Z-AGENCIAS,Agencias del Dpto de LAVALLEJA,Z,38,10.226.56.0,10.226.56.255,,,Agencieros del departamento de Lavalleja
419,Z-AGENCIAS,Agencias del Dpto de MALDONADO,Z,3A,10.226.58.0,10.226.58.255,,,Agencieros del departamento de Maldonado
420,Z-AGENCIAS,Agencias del Dpto de PAYSANDU,Z,2C,10.226.44.0,10.226.44.255,,,Agencieros del departamento de Paysandú
421,Z-AGENCIAS,Agencias del Dpto de RIO NEGRO,Z,2B,10.226.43.0,10.226.43.255,,,Agencieros del departamento de Río Negro
422,Z-AGENCIAS,Agencias del Dpto de RIVERA,Z,35,10.226.53.0,10.226.53.255,,,Agencieros del departamento de Rivera
423,Z-AGENCIAS,Agencias del Dpto de ROCHA,Z,39,10.226.57.0,10.226.57.255,,,Agencieros del departamento de Rocha
424,Z-AGENCIAS,Agencias del Dpto de SALTO,Z,2D,10.226.45.0,10.226.45.255,,,Agencieros del departamento de Salto
425,Z-AGENCIAS,Agencias del Dpto de SAN JOSÉ,Z,32,10.226.50.0,10.226.50.255,,,Agencieros del departamento de San José
426,Z-AGENCIAS,Agencias del Dpto de SORIANO,Z,29,10.226.41.0,10.226.41.255,,,Agencieros del departamento de Soriano
427,Z-AGENCIAS,Agencias del Dpto de TACUAREMBO,Z,34,10.226.52.0,10.226.52.255,,,Agencieros del departamento de Tacuarembó
428,Z-AGENCIAS,Agencias del Dpto de TREINTA Y TRES,Z,3B,10.226.59.0,10.226.59.255,,,Agencieros del departamento de Treinta y Tres
391,Z-STANDS,Stand Antel #1,Z,01,10.101.1.15,10.101.1.249,,,Servicios Pre-Definidos para Stand de Antel en Eventos 
392,Z-STANDS,Stand Antel #2,Z,02,10.101.2.15,10.101.2.249,,,Servicios Pre-Definidos para Stand de Antel en Eventos 
393,Z-STANDS,Stand Antel #3,Z,03,10.101.3.15,10.101.3.249,,,Servicios Pre-Definidos para Stand de Antel en Eventos 
429,Z-STANDS,Stand Antel #4,Z,04,10.101.4.15,10.101.4.249,,,Servicios Pre-Definidos para Stand de Antel en Eventos 
476,ARTIGAS,CAC  INTERNET,G,0Z,,,,,CAC INTERNET del departamento de Artigas
477,CANELONES,CAC  INTERNET,A,0Z,,,,,CAC INTERNET del departamento de Canelones
478,CERRO LARGO,CAC  INTERNET,E,0Z,,,,,CAC INTERNET del departamento de Cerro Largo
479,COLONIA,CAC  INTERNET,L,0Z,,,,,CAC INTERNET del departamento de Colonia
480,DURAZNO,CAC  INTERNET,Q,0Z,,,,,CAC INTERNET del departamento de Durazno
481,FLORES,CAC  INTERNET,N,0Z,,,,,CAC INTERNET del departamento de Flores
482,FLORIDA,CAC  INTERNET,O,0Z,,,,,CAC INTERNET del departamento de Florida
483,LAVALLEJA,CAC  INTERNET,P,0Z,,,,,CAC INTERNET del departamento de Lavalleja
484,MALDONADO,CAC  INTERNET,B,0Z,,,,,CAC INTERNET del departamento de Maldonado
485,PAYSANDU,CAC  INTERNET,I,0Z,,,,,CAC INTERNET del departamento de Paysandú
486,RIO NEGRO,CAC  INTERNET,J,0Z,,,,,CAC INTERNET del departamento de Río Negro
487,RIVERA,CAC  INTERNET,F,0Z,,,,,CAC INTERNET del departamento de Rivera
488,ROCHA,CAC  INTERNET,C,0Z,,,,,CAC INTERNET del departamento de Rocha
489,SALTO,CAC  INTERNET,H,0Z,,,,,CAC INTERNET del departamento de Salto
490,SAN JOSÉ,CAC  INTERNET,M,0Z,,,,,CAC INTERNET del departamento de San José
491,SORIANO,CAC  INTERNET,K,0Z,,,,,CAC INTERNET del departamento de Soriano
492,TACUAREMBO,CAC  INTERNET,R,0Z,,,,,CAC INTERNET del departamento de Tacuarembó
493,TREINTA Y TRES,CAC  INTERNET,D,0Z,,,,,CAC INTERNET del departamento de Treinta y Tres
494,MONTEVIDEO,CAC  INTERNET,S,0Z,,,,,CAC INTERNET del departamento de Montevideo
